timeStamp,Temperature,humidity,Location
2023-01-28,57.64,98.84,Medellin
2023-01-26,22.25,1.9,Owczarnia
2023-07-27,54.58,40.86,Korsun’-Shevchenkivs’kyy
2024-04-29,41.75,,Salvacion
2022-11-24,1.79,87.28,Bantacan
2022-06-12,12.68,51.4,Chouto
2023-01-30,57.73,58.01,Tân Hiệp
2023-03-17,21.44,75.17,Salām Khēl
2023-01-27,6.22,59.14,Benger
2022-09-17,59.42,73.24,Anyang-si
2024-05-26,2.48,35.44,Coruripe
2024-04-16,3.03,90.01,Carabamba
2023-05-10,16.55,59.43,Một Ngàn
2024-04-25,33.5,91.55,Omboué
2024-11-25,44.72,61.53,Randudongkal
2024-09-07,47.82,62.27,Dalmacio Vélez Sársfield
2022-07-30,52.2,38.99,Bangkle
2022-09-16,14.09,30.99,Ochakovo-Matveyevskoye
2022-06-17,47.67,45.37,Timrat
2023-12-15,11.14,5.24,Czeremcha
2024-05-15,30.31,,Wa
2024-11-28,26.0,,Baisha
2024-07-01,11.27,8.01,Pakemitan
2024-07-13,3.88,5.88,Itaperuna
2022-09-04,17.08,6.05,Sagay
2024-07-01,46.93,,Gubuk Daya
2024-09-01,43.31,66.32,Kímolos
2022-04-16,23.54,84.07,Junzhuang
2024-11-12,36.52,70.28,Xiacang
2024-07-12,1.58,4.94,Lindi
2024-10-07,24.77,96.22,Mayo
2022-04-06,46.53,5.53,Lelkowo
2023-12-23,40.31,,Nazrēt
2023-11-27,0.19,33.02,Corpus Christi
2024-09-03,,26.47,Patiya
2022-04-21,19.95,72.97,Shirokaya Rechka
2022-04-20,18.68,93.51,Muan
2023-11-14,58.21,87.53,Seogeom-ri
2023-04-06,58.47,30.14,Anning
2024-04-30,58.75,77.47,Shipaidong
2024-01-16,53.56,,Bardaï
2024-09-03,56.58,1.61,Sankoutang
2024-06-15,59.07,4.81,Aranas Sur
2024-08-22,17.98,,Qinghua
2022-12-11,13.69,95.55,Izobil’nyy
2023-10-03,28.43,22.17,Kohāt
2024-04-02,36.1,,Mailag
2023-01-04,27.84,35.48,Menggala
2023-05-28,29.58,94.28,Papër
2023-01-24,7.74,60.45,Gävle
2024-02-22,35.46,,Zhangjiayuan
2023-02-22,40.73,,Mistrató
2023-12-30,19.12,31.05,Teutônia
2024-03-20,48.57,,Calingcing
2023-10-04,15.25,43.42,Cimanggu
2022-12-16,19.7,6.49,Karipidita
2022-10-03,38.87,14.55,Yanjiang
2024-09-22,0.64,37.76,Hengjie
2023-06-01,24.78,80.75,Espírito Santo do Pinhal
2022-11-05,3.09,,Suci Kaler
2023-02-23,32.83,56.94,Phultala
2023-03-11,53.41,21.92,Dayuan
2024-05-10,30.51,35.68,Balagui
2022-12-05,53.63,65.14,Yantak
2022-09-09,37.18,66.04,Palaiópyrgos
2024-10-30,27.74,,Denton
2024-07-30,,3.14,Cherven Bryag
2023-07-03,20.12,,Araçatuba
2024-07-06,33.6,17.79,Coihaique
2024-10-13,,,Morelos
2024-10-06,4.32,12.99,Tuchoměřice
2022-08-11,36.73,8.51,Moya
2023-09-04,58.01,76.1,Héroumbili
2023-09-15,13.97,96.24,Velké Pavlovice
2022-09-24,57.66,40.6,Altanbulag
2024-03-18,,,Bromma
2024-07-11,,,Timbuktu
2023-07-02,52.06,66.27,Dazhan
2023-11-25,7.1,66.11,Ningxi
2024-09-12,23.34,45.24,Thị Trấn Nước Hai
2023-03-30,2.32,75.93,Geta
2023-06-13,0.74,56.2,Utrecht (stad)
2024-04-01,50.09,66.55,Mojorembun
2023-12-24,9.75,88.54,Iwase
2024-10-02,50.47,97.9,Kafarati
2022-10-29,33.74,,Fengle
2022-12-02,27.33,23.05,Zall-Herr
2024-08-03,35.53,19.33,Aguadulce
2023-12-30,41.68,36.2,Zhexiao
2022-03-04,14.93,22.23,La Lima
2022-10-30,56.58,34.75,Huangtu
2023-09-24,16.96,69.19,Jargalant
2022-06-29,22.21,85.34,Višňova
2022-08-19,46.27,41.91,Kalian
2024-08-06,3.65,20.51,Tiwi
2022-10-31,27.65,18.43,Karafao
2023-03-24,48.45,,Huangqu
2024-06-27,14.11,30.88,Fundão
2024-05-26,0.17,66.67,London
2023-06-07,20.63,,Pliska
2022-03-22,,,Hikone
2023-08-14,40.56,76.83,Zhentou
2024-03-30,6.36,2.16,Shanghu
2023-01-13,51.44,53.03,Perho
2024-05-29,49.52,,Wilmington
2023-04-24,0.32,88.93,Porto Ferreira
2023-08-21,14.14,71.73,Sundre
2023-01-08,45.33,80.42,Huhe
2022-07-27,58.68,,Jiangdianzi
2024-08-17,54.12,,General Pinedo
2023-05-07,13.77,,Dubna
2022-05-18,3.33,63.8,Borås
2024-10-23,,43.12,Voorburg
2023-10-04,57.3,,Nagahama
2023-09-19,0.5,52.83,Masuda
2022-07-28,55.48,22.8,Carolina
2022-11-18,56.46,7.08,Gōdo
2022-04-04,44.99,80.13,Sacramento
2022-06-05,1.7,12.28,Songwon
2023-12-28,17.81,34.88,’Unābah
2023-09-07,39.58,71.56,Rizal
2023-10-17,30.31,32.2,Anahawan
2023-12-06,8.0,,Czarna
2022-06-28,51.63,,Dadong
2024-01-05,27.69,15.98,Guantánamo
2024-10-18,49.05,45.03,Jankomir
2024-07-10,57.56,,Nueve de Julio
2023-02-04,,44.89,Poncokusumo
2023-04-14,43.36,4.0,Huayuan
2023-11-06,,50.16,Cabadiangan
2023-01-18,59.59,2.28,Hisings Kärra
2022-06-15,55.65,48.68,Baolong
2022-09-06,,,Ongabelen
2024-08-17,27.59,33.8,Al Lagowa
2024-01-09,52.47,30.83,Juntang
2023-02-16,,,Muhos
2024-09-24,,75.18,Binjiang
2022-04-08,49.31,58.18,North Vancouver
2022-03-20,11.52,,La Esperanza
2022-05-09,17.91,53.48,Tartu
2024-07-28,3.13,47.97,Balpyk Bī
2024-08-04,38.51,89.72,Gongfang
2024-11-19,39.93,64.45,Val-d'Or
2022-07-19,,,Ōmachi
2023-04-01,48.57,43.94,Miguel Hidalgo
2022-11-04,59.15,,Tunggar
2024-08-03,13.98,48.36,Kamenka
2023-04-13,26.75,,Darwin
2024-06-18,39.19,73.54,Barubandung
2023-10-09,49.7,51.85,Aix-en-Provence
2022-07-04,31.93,65.17,Jayaraga Kaler
2024-08-29,33.17,63.03,Palocabildo
2022-05-11,49.42,61.97,Kumbo
2022-10-26,11.34,61.36,Guanshan
2022-08-15,32.43,53.55,Xiangying
2022-06-12,41.04,,Thanh Xuân
2022-10-10,7.57,91.35,Roubaix
2024-08-27,3.92,48.31,Rosebank
2022-09-26,29.83,73.66,Quitilipi
2023-02-10,38.54,98.68,Przasnysz
2024-08-25,9.35,93.83,Sines
2022-03-18,24.05,37.07,Goge
2023-09-07,58.73,12.23,Montpellier
2022-04-12,10.23,,Yangkou
2022-12-25,45.65,57.65,Ceerigaabo
2023-05-31,20.96,10.32,Tlogowungu
2022-11-10,18.81,33.38,Xiangang
2023-09-25,59.58,54.27,Siikajoki
2023-06-29,32.88,,Wensu
2024-05-21,35.63,74.8,Xingang
2024-06-25,9.16,21.96,Shuitai
2024-11-13,,33.82,Glondong
2024-02-06,26.79,33.19,La Seyne-sur-Mer
2023-09-27,18.42,17.06,Santa Barbara
2022-10-12,20.69,85.82,Katur
2022-11-29,51.58,41.37,Sørvágur
2024-11-10,55.09,74.41,Cikadu
2023-09-02,13.22,99.6,Göteborg
2022-11-28,59.66,66.01,Tyazhinskiy
2023-03-28,1.69,29.71,Al Fuwayliq
2023-10-13,15.98,40.17,Galūgāh
2022-04-02,9.66,65.53,Demuk
2022-10-26,3.35,11.35,Anchau
2024-03-20,14.54,39.25,Bobrowice
2024-10-07,14.79,41.75,Lumijoki
2024-09-13,0.05,45.64,Thung Song
2023-04-24,4.49,7.26,Buracan
2022-09-04,3.38,76.23,Bočar
2022-10-18,21.35,,Narutochō-mitsuishi
2023-09-27,48.3,61.58,Cerrillos
2022-05-05,49.55,43.02,Paço
2023-11-28,58.56,,Vologda
2024-07-24,36.3,21.95,Nechanice
2022-04-19,23.8,47.78,Dalong
2022-12-19,20.73,27.05,Bretaña
2024-05-14,7.61,67.05,Patrol
2024-02-25,22.18,24.0,Lugouqiao
2022-11-13,30.34,7.64,Vila Ribeiro
2023-10-15,33.71,57.43,Bwizibwera
2023-10-23,8.18,68.6,Gondanglegi Wetan
2023-09-24,7.53,26.98,Villa del Carmen
2023-06-19,23.27,38.61,Verkhnye Syn’ovydne
2022-10-24,42.08,,Jiaokui
2022-12-06,31.7,,Savannah
2023-07-14,52.37,91.54,Grojec
2024-10-12,56.44,,Rennes
2023-11-23,22.57,,Boronów
2024-06-07,52.65,98.19,Laúndos
2024-08-04,33.21,2.47,Boulsa
2023-01-26,54.45,59.33,Takāb
2023-12-28,15.74,38.06,Santander
2024-11-09,37.45,,Sarapul
2023-11-04,,,Uberaba
2022-07-10,31.22,89.71,Bébédja
2022-09-20,12.8,40.22,Makur
2022-06-04,21.25,,Tarangnan
2023-05-09,20.09,5.73,Norton
2022-04-09,43.58,64.15,Dana
2024-06-21,45.77,40.03,Haylaastay
2023-08-20,16.95,6.82,Pefkochóri
2024-07-07,27.75,,Himaya
2023-07-19,17.37,79.53,Fatuulan
2024-07-07,42.41,90.97,Chicama
2022-06-03,54.87,96.98,Ennery
2023-06-11,34.58,,Shengze
2023-10-27,2.14,76.65,Sidamukti
2023-12-10,53.09,32.61,São Pedro
2024-03-27,12.19,65.56,Momignies
2023-10-12,57.51,8.77,Bizerte
2023-08-18,37.61,8.82,Bayt ‘Awwā
2023-04-24,34.46,,Kanuma
2024-12-05,34.35,98.14,Burao
2023-07-16,34.6,,Galapa
2023-04-26,55.16,2.4,Catungawan Sur
2024-11-11,40.8,47.07,Tomteboda
2024-05-09,35.5,3.47,Peterhof
2022-04-09,30.23,74.71,Guangming
2022-10-30,26.79,,Xiyang
2023-12-11,39.42,41.71,Beausejour
2024-08-28,12.21,,Sanqu
2024-05-01,44.12,,Aghsu
2024-10-27,16.0,,Baltimore
2022-09-25,1.65,56.66,Juuka
2024-01-23,2.01,98.46,Cabannungan Second
2024-08-26,21.58,47.3,Bykov
2023-04-04,57.14,91.61,Guisijan
2024-07-09,15.96,19.13,Polykárpi
2024-05-17,28.43,54.91,Betim
2024-01-03,18.71,,Zhangshi
2022-03-26,41.25,65.42,Kraśniczyn
2022-06-14,56.53,,Emiliano Zapata
2023-04-20,32.04,2.01,Qiaodi
2023-09-23,10.53,75.02,Temyasovo
2023-06-17,44.53,9.67,Nazyvayevsk
2024-06-10,23.83,,Dangjiaxian
2022-03-16,59.16,16.03,Dangshun
2022-07-01,3.01,21.49,Kupu
2023-11-09,11.54,61.32,Chencai
2022-03-29,12.24,64.42,Houston
2022-10-31,43.34,26.35,Huasahuasi
2023-01-02,22.22,,Boissy-Saint-Léger
2024-06-07,27.86,,Tunja
2024-08-22,10.82,49.01,Almargem do Bispo
2022-10-24,0.77,4.56,Orekhovo-Zuyevo
2022-05-26,19.84,25.95,Banfora
2023-05-05,10.68,36.31,Ipatinga
2024-11-05,41.55,44.79,Dugulubgey
2023-12-24,33.76,64.41,Il’inskiy
2024-11-09,11.1,63.47,Koysinceq
2024-02-16,3.74,71.92,Sanjiang
2024-05-06,45.56,88.06,Horad Pinsk
2024-10-30,6.2,,Jianggu
2024-08-19,44.79,57.41,Sal’sk
2022-11-23,14.0,,Cruz
2024-02-29,8.16,47.27,Bogandinskiy
2024-03-15,27.09,33.57,Ferkessédougou
2024-12-08,23.69,73.2,Levski
2023-07-02,47.97,60.68,Balekambang
2022-06-21,6.06,49.33,Turgun
2024-10-26,14.89,,Khandagayty
2024-08-15,52.59,,Hampang
2022-04-07,24.31,17.71,Munka-Ljungby
2022-11-25,50.12,20.08,Maradi
2024-04-20,41.15,,Gempol
2023-10-28,39.67,73.98,Malati
2024-05-04,47.03,60.77,Wudui
2024-04-06,51.73,78.17,Ningchegu
2022-08-19,52.95,46.35,Kapatagan
2024-07-24,27.49,63.59,Duobagou
2022-03-19,,32.52,Clermont-Ferrand
2023-10-19,0.21,64.72,Przecław
2024-04-23,32.24,56.95,Zavolzh’ye
2022-10-26,47.95,46.09,Odolena Voda
2022-06-06,10.77,84.09,Kokkónion
2024-07-03,18.07,66.92,Krian
2022-11-04,36.79,,Shunde
2024-05-01,52.08,5.4,Sutton
2023-09-21,7.4,96.23,Pedra Branca
2023-06-20,46.38,6.97,Lopatinskiy
2022-08-11,5.68,45.89,Proletar
2022-04-05,4.57,68.77,Alasmalang
2024-07-13,45.02,47.5,København
2024-09-14,35.15,3.19,Yuanmou
2022-10-22,54.05,75.76,São Bartolomeu
2022-04-04,31.73,9.42,Angoulême
2024-12-09,7.43,50.86,Thị Trấn Hùng Quốc
2022-11-11,28.35,,Nelas
2024-07-09,58.43,68.83,Carrascal
2022-04-29,33.63,13.59,Bahía Blanca
2022-07-20,36.5,,Longguang
2022-07-20,12.5,6.7,Costa de Rios Frios
2024-07-05,44.43,24.62,Pouzauges
2023-05-06,28.77,66.4,San Nicolas
2023-10-10,35.3,28.21,Modis
2024-04-01,34.59,69.96,Dundbürd
2022-09-27,55.48,85.85,Surup
2023-12-04,32.37,6.07,Mabamba
2024-03-15,15.51,52.23,Gémeos
2023-11-03,54.23,,Parchowo
2023-09-28,7.78,4.69,Tiksi
2022-05-08,58.87,74.01,Alta Gracia
2024-09-27,38.51,,Huambo
2022-04-06,33.41,99.9,Laval
2024-04-12,44.48,48.23,Vřesina
2023-01-15,14.07,,Bagdadi
2023-02-04,34.82,88.0,Ojo de Agua
2023-04-23,7.6,,Lodwar
2024-03-27,48.78,16.06,Muruy
2023-07-17,14.21,45.95,Bayt Līd
2023-08-18,4.78,29.08,Pindushi
2023-08-25,42.83,,Solnechnogorsk
2022-05-14,17.53,38.84,Bromma
2024-01-11,17.59,23.67,Sungai Raya
2023-06-05,5.18,,Tëplaya Gora
2023-05-02,48.69,,Semibratovo
2024-05-29,10.2,63.97,Wangxian
2023-08-02,30.46,,San Rafael
2023-06-27,19.37,86.15,Minji
2022-11-16,2.04,4.99,Kolondiéba
2022-03-29,39.3,,El Refugio
2022-08-09,49.72,,Fubei
2022-09-08,30.67,16.03,Miliangju
2022-10-29,,69.28,Serra
2023-06-26,4.77,74.56,Krasnyy Oktyabr’
2023-03-17,37.11,,Getazat
2024-07-10,45.99,,Janiuay
2022-06-26,21.09,9.95,San Martín
2023-09-21,40.66,88.76,Basel
2024-07-08,30.18,11.35,Middelburg
2023-04-28,40.85,72.34,Sidamulya Satu
2022-09-17,31.47,64.24,Nanzhen
2022-04-06,36.79,79.01,Torbat-e Jām
2024-01-27,2.72,65.99,Ursus
2022-11-13,27.46,86.02,Nyaungdon
2022-11-25,41.37,49.63,Yopal
2023-04-16,45.79,94.68,Mao
2023-06-08,33.16,90.62,Armopa
2022-08-22,58.15,18.52,Tampakan
2024-07-19,47.22,90.5,Gävle
2023-09-01,8.96,,Wenxing
2023-09-17,3.05,63.46,Jembangan
2024-09-26,41.89,20.21,Guayaquil
2022-08-29,57.74,31.69,Limulunga
2024-05-30,6.23,,Chengzhai
2024-06-07,58.33,,Laizhou
2023-10-11,25.54,,Jablonec nad Jizerou
2024-02-15,13.79,53.05,Cojata
2022-08-19,47.49,50.65,Shengao
2024-09-11,56.63,92.72,Ciénaga
2022-08-15,0.87,37.83,Ciseuseupan
2024-08-01,28.82,87.44,Iłowo -Osada
2024-11-08,5.87,,Tyresö
2022-09-12,37.31,25.28,Boucherville
2024-11-12,4.39,24.98,Kutapanjang
2024-02-29,35.71,,Oslo
2024-06-03,5.37,29.6,Saint-Égrève
2022-12-19,17.65,22.9,Baião
2022-05-10,40.88,63.14,Trafaria
2024-04-16,43.19,3.56,Oslo
2024-11-14,38.43,99.2,Moulay Yacoub
2023-05-05,,63.89,Västerås
2022-09-30,47.5,59.39,Kokubu-matsuki
2022-03-17,37.56,39.09,Beiling
2024-02-09,41.55,80.74,Kwidzyn
2024-11-08,43.55,93.18,Tepal
2022-08-07,29.28,57.03,Bijia
2023-12-14,6.45,83.09,Simpang
2022-07-01,24.68,17.61,Panggungrejo
2022-11-26,34.05,78.64,Kisarazu
2024-05-22,36.18,,Hinigaran
2022-08-17,46.74,59.04,Rancapanjang
2022-04-04,13.78,9.02,Lukulu
2024-12-09,34.18,1.6,Krasnyy Yar
2022-10-31,13.82,96.65,Dobropillya
2023-11-11,41.46,49.78,Constantia
2024-04-19,24.41,9.11,Casa Nova
2023-11-08,10.66,45.77,Ростуша
2022-04-29,31.31,,Kuasha
2023-04-22,14.77,,Xialaba
2023-02-20,42.74,76.15,Emar
2023-02-19,45.09,16.27,Beni Khiar
2022-08-13,24.17,93.44,Örebro
2022-08-22,9.32,,Turgenevo
2023-05-04,6.79,3.02,Naukšēni
2023-07-06,21.01,75.2,Kowale Oleckie
2024-05-02,14.76,67.23,Alvito de São Pedro
2022-06-14,5.43,67.7,Krasnyy Kholm
2024-09-12,17.31,24.98,Sukamulya
2023-07-18,4.62,59.56,Matamey
2024-12-07,3.71,66.14,Lidingö
2024-10-15,8.12,67.82,Liaonan
2023-11-30,3.63,,Thị Trấn Mộc Châu
2022-06-23,13.32,19.67,Ortigueira
2022-09-11,27.38,6.51,Shumikha
2024-08-12,15.16,17.47,Biting
2022-04-11,1.2,52.35,Penápolis
2022-03-06,14.91,,Zipárion
2024-07-16,35.85,,Puor
2024-04-24,49.56,,Yanglin
2022-11-15,,,Oslo
2023-12-28,57.33,15.86,Perreng
2022-06-11,23.53,15.68,Chmielno
2024-07-16,17.61,59.14,Arnhem
2023-03-02,50.0,71.63,Ngô Đồng
2023-06-21,,22.35,Bantal
2023-05-24,30.17,69.29,Alvito de São Pedro
2023-08-15,5.14,,Turze Pole
2023-01-15,15.12,,Portelândia
2024-04-04,38.83,75.52,Donnacona
2022-12-15,18.2,37.62,Hořice
2023-12-14,52.14,42.51,Quatro Barras
2022-10-09,33.87,88.24,Deqing
2023-06-19,15.4,,Kofelē
2022-12-19,35.1,57.62,Granada
2024-06-29,46.33,,Chengqiao
2024-07-26,46.64,46.93,Valeirinha
2023-12-11,7.81,67.89,Popova
2023-12-06,47.08,57.08,Gémeos
2023-07-15,46.64,,Mospyne
2024-05-05,0.18,52.8,Orléans
2023-12-03,7.51,42.89,Eusebio Ayala
2024-02-18,56.01,41.86,Tambo Grande
2024-06-19,37.95,73.59,Batulawang
2022-04-19,29.48,28.14,Ganxi
2024-09-04,22.3,35.0,Shangjia
2022-04-27,,42.77,Maticmatic
2022-03-17,15.37,,Sergio Osmeña Sr
2024-11-15,56.26,28.91,Tagum
2023-11-06,39.14,34.53,Houston
2024-03-07,1.08,95.28,Pontalina
2022-03-27,40.91,,Poja Nae
2022-09-28,59.33,53.13,Condoroma
2024-05-02,14.91,79.13,Lívingston
2024-11-30,22.89,87.01,Cuijiamatou
2024-06-29,58.09,85.24,‘Abbāsābād
2024-09-17,6.41,53.45,Jiqu
2024-10-29,37.21,,Argavand
2022-08-05,2.93,99.29,Serrinha
2023-07-05,23.92,91.08,Palestina de los Altos
2024-05-17,1.94,98.03,Oslo
2024-01-05,22.19,3.24,Energeticheskiy
2023-10-13,10.42,,Malainen Luma
2024-11-11,4.05,53.6,Tabio
2024-05-18,43.54,45.36,Kirovsk
2022-03-05,28.84,,Igoumenítsa
2023-10-04,18.64,57.31,Linqu
2024-04-04,26.96,79.53,Mumen
2022-05-02,52.54,,Zheleznodorozhnyy
2022-06-13,19.75,51.69,Longtang
2023-02-10,25.17,62.44,Tartaro
2024-10-18,55.35,35.59,Tuy Phước
2023-09-15,59.4,33.12,Tiwi
2023-08-21,12.27,53.29,Laslovo
2024-02-07,0.73,83.94,Yazykovo
2024-08-14,39.92,4.4,Sabi
2024-03-30,,19.34,Romans-sur-Isère
2022-09-11,21.07,67.24,Hantara
2024-04-06,1.99,,Watubuku
2023-06-05,53.78,95.58,Kujung
2023-03-26,26.49,11.58,Baie-D'Urfé
2022-06-06,59.69,,Loma Bonita
2022-06-28,15.39,75.66,Paico
2022-06-25,0.12,88.79,Qingu
2022-08-05,38.51,,Masinloc
2023-03-23,12.69,73.98,Kamogatachō-kamogata
2023-10-21,41.49,66.8,Soriano
2024-07-08,6.29,74.52,Aleksandrovskiy Zavod
2024-04-01,33.99,34.82,Baru
2023-11-02,36.43,42.15,Baixo Guandu
2024-10-10,40.53,27.12,Avignon
2023-11-19,54.97,2.51,Xianren
2022-09-10,43.99,31.22,Póvoa do Valado
2022-08-18,39.76,36.24,Sinarbakti
2023-05-04,12.29,24.1,Urung
2022-12-24,30.34,,Księżpol
2024-03-22,46.71,33.03,Toledo
2023-01-16,59.65,94.31,Vale Boeiro
2022-04-11,29.51,,Novosmolinskiy
2023-11-11,52.96,,Camaquã
2023-03-09,42.85,,Heyin
2022-07-13,9.59,61.75,Shpola
2022-06-20,10.18,92.5,Sanjiang
